,time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact
814611,1577060540,49d3fa,46.69622388936707,21.759727478027344,221.6059712983956,124.50167270320642,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10477.5,1577060279.1260002,1577060285.947
818589,1577060550,49d3fa,46.69622388936707,21.759727478027344,221.6059712983956,124.50167270320642,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10477.5,1577060279.1260002,1577060285.947
825270,1577060560,49d3fa,46.69622388936707,21.759727478027344,221.6059712983956,124.50167270320642,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10477.5,1577060279.1260002,1577060285.947
832657,1577060570,49d3fa,46.69622388936707,21.759727478027344,221.6059712983956,124.50167270320642,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10477.5,1577060279.1260002,1577060285.947
836747,1577060580,49d3fa,46.69622388936707,21.759727478027344,221.6059712983956,124.50167270320642,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10477.5,1577060279.1260002,1577060285.947
855656,1577060610,49d3fa,46.28572082519531,22.606915729801827,222.2880318929404,125.67640822186199,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10492.74,1577060607.5679998,1577060609.698
861371,1577060620,49d3fa,46.27153015136719,22.635520376810216,222.4070584506348,125.4914591038173,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10485.12,1577060619.69,1577060619.69
868143,1577060630,49d3fa,46.27153015136719,22.635520376810216,222.4070584506348,125.4914591038173,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10485.12,1577060619.69,1577060619.69
874395,1577060640,49d3fa,46.25289916992188,22.672900688357476,222.1713239991296,125.86155358049156,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10485.12,1577060636.123,1577060636.123
878972,1577060650,49d3fa,46.2367533021054,22.70503234863281,222.58845140876147,125.78397731518544,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10492.74,1577060649.458,1577060649.458
885997,1577060660,49d3fa,46.2367533021054,22.70503234863281,222.58845140876147,125.78397731518544,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10492.74,1577060649.458,1577060653.772
891986,1577060670,49d3fa,46.2367533021054,22.70503234863281,222.58845140876147,125.78397731518544,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10492.74,1577060649.458,1577060668.026
897384,1577060680,49d3fa,46.20104773569915,22.77651214599609,223.00598534306914,125.70669140060288,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10500.36,1577060679.811,1577060679.811
905504,1577060690,49d3fa,46.191271765757406,22.79621887207031,223.24558038403381,125.33814869402114,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10500.36,1577060688.23,1577060689.6529999
910450,1577060700,49d3fa,46.17865610930879,22.82196807861328,223.66543737256669,125.2619248325185,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10500.36,1577060699.434,1577060699.434
915389,1577060710,49d3fa,46.17865610930879,22.82196807861328,223.66543737256669,125.2619248325185,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10500.36,1577060699.434,1577060699.434
922828,1577060720,49d3fa,46.17865610930879,22.82196807861328,223.66543737256669,125.2619248325185,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10500.36,1577060699.434,1577060699.434
927797,1577060730,49d3fa,46.15141296386719,22.877420564977136,223.66543737256669,125.2619248325185,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10500.36,1577060723.0129998,1577060723.519
933020,1577060740,49d3fa,46.15141296386719,22.877420564977136,223.66543737256669,125.2619248325185,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10500.36,1577060723.0129998,1577060730.934
941575,1577060750,49d3fa,46.15141296386719,22.877420564977136,223.66543737256669,125.2619248325185,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10500.36,1577060723.0129998,1577060730.934
946036,1577060760,49d3fa,46.15141296386719,22.877420564977136,223.66543737256669,125.2619248325185,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10500.36,1577060723.0129998,1577060730.934
951090,1577060770,49d3fa,46.15141296386719,22.877420564977136,223.66543737256669,125.2619248325185,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10500.36,1577060723.0129998,1577060730.934
958072,1577060780,49d3fa,46.088577529131356,23.00283050537109,224.44207734374447,125.76667649072279,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10500.36,1577060776.161,1577060776.758
963428,1577060790,49d3fa,46.07335494736493,23.033042907714844,223.91023662066868,126.02737338510363,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10507.98,1577060789.154,1577060789.32
970529,1577060800,49d3fa,46.06851196289063,23.042617425685982,224.44207734374447,125.76667649072279,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10500.36,1577060793.0370002,1577060799.6479998
977104,1577060810,49d3fa,46.05079650878906,23.078122022675306,224.55996216646142,125.58345337172608,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10507.98,1577060808.544,1577060808.544
982078,1577060820,49d3fa,46.03788214214777,23.103973388671875,224.55996216646142,125.58345337172608,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10507.98,1577060819.685,1577060819.685
988617,1577060830,49d3fa,46.0367431640625,23.106391720655488,224.55996216646142,125.58345337172608,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10507.98,1577060820.62,1577060820.667
994054,1577060840,49d3fa,46.0367431640625,23.106391720655488,224.55996216646142,125.58345337172608,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10507.98,1577060820.62,1577060838.8179998
999341,1577060850,49d3fa,46.0367431640625,23.106391720655488,224.55996216646142,125.58345337172608,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10507.98,1577060820.62,1577060849.395
1005376,1577060860,49d3fa,45.99696350097656,23.18577464033918,224.44207734374447,125.76667649072279,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10507.98,1577060854.103,1577060855.738
1013119,1577060870,49d3fa,45.979598740399894,23.220497131347656,224.2610035767044,125.47656231700572,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10507.98,1577060869.111,1577060869.654
1017036,1577060880,49d3fa,45.970241740598524,23.2393798828125,224.38252197270768,125.2933475906603,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10500.36,1577060877.0839999,1577060879.543
1022943,1577060890,49d3fa,45.95997619628906,23.26006633479421,223.84226368399064,125.55298524005077,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10500.36,1577060885.549,1577060889.099
1031306,1577060900,49d3fa,45.946825964976156,23.28627777099609,223.49439202190564,126.10494420183235,0.6502399999999999,FDB1782 ,False,False,False,1421.0,10668.0,10507.98,1577060897.074,1577060897.3439999
1035070,1577060910,49d3fa,45.93127751754502,23.316558837890625,222.6639386709281,126.26095434149627,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10500.36,1577060909.96,1577060909.96
1041790,1577060920,49d3fa,45.92001187599311,23.33873748779297,221.9448787614946,126.232418755447,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10500.36,1577060919.409,1577060919.681
1049346,1577060930,49d3fa,45.91400663731461,23.35047912597656,221.53012352997283,126.31106196761922,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10507.98,1577060924.6529999,1577060926.835
1054245,1577060940,49d3fa,45.89966854806674,23.37856292724609,221.33829794514182,126.0175825821379,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10507.98,1577060936.885,1577060939.289
1058898,1577060950,49d3fa,45.88682556152344,23.40389344750381,221.64119883321405,126.12514765796429,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10507.98,1577060948.082,1577060948.9
1066139,1577060960,49d3fa,45.87518207097458,23.42669677734375,221.64119883321405,126.12514765796429,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10507.98,1577060957.6379998,1577060959.7670002
1070703,1577060970,49d3fa,45.862060546875,23.452461056592988,221.64119883321405,126.12514765796429,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10500.36,1577060968.78,1577060969.269
1076767,1577060980,49d3fa,45.85139465332031,23.47336187595275,221.22587426197416,126.20369767566088,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10507.98,1577060977.8470001,1577060978.3920002
1084945,1577060990,49d3fa,45.83779907226562,23.499956828791923,221.33829794514182,126.0175825821379,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10507.98,1577060989.758,1577060989.758
1088571,1577061000,49d3fa,45.82974243164063,23.51583341272866,221.22587426197416,126.20369767566088,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10515.6,1577060996.7410002,1577060999.58
1096123,1577061010,49d3fa,45.82177734375,23.531509027248482,221.75460540823084,125.93942154976564,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10507.98,1577061003.401,1577061009.957
1102211,1577061020,49d3fa,45.80479508739407,23.56512451171875,221.0361792999931,125.90972307917768,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10515.6,1577061018.039,1577061019.079
1107041,1577061030,49d3fa,45.79682922363281,23.580746534394056,221.22587426197416,126.20369767566088,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10515.6,1577061024.975,1577061025.7410002
1114011,1577061040,49d3fa,45.78080749511719,23.612164753239327,220.92240393405746,126.0960380426251,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10515.6,1577061038.52,1577061038.8479998
1120948,1577061050,49d3fa,45.78080749511719,23.612164753239327,221.33829794514182,126.0175825821379,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10515.6,1577061038.52,1577061049.496
1125914,1577061060,49d3fa,45.75721870034429,23.65850830078125,220.92240393405746,126.0960380426251,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10515.6,1577061058.617,1577061058.617
1131203,1577061070,49d3fa,45.75155639648438,23.669441037061738,220.92240393405746,126.0960380426251,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10515.6,1577061063.7529998,1577061069.649
1138826,1577061080,49d3fa,45.7326856710143,23.70623016357422,220.70187219976364,126.46923439005188,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10515.6,1577061079.698,1577061079.698
1143686,1577061090,49d3fa,45.72550964355469,23.720085330125762,221.0080403197343,126.57648606984439,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10515.6,1577061085.76,1577061088.5470002
1148790,1577061100,49d3fa,45.70913023867849,23.75175476074219,220.81096705323208,126.28254303540035,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10507.98,1577061099.4689999,1577061099.796
1156604,1577061110,49d3fa,45.69716631355932,23.77496337890625,220.81096705323208,126.28254303540035,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10507.98,1577061109.789,1577061109.789
1160606,1577061120,49d3fa,45.685546875,23.79752554544589,220.39647956410417,126.36168510570869,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10515.6,1577061119.566,1577061119.566
1167673,1577061130,49d3fa,45.67510986328125,23.817689476943603,219.9824141670781,126.44112526090237,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10515.6,1577061128.5229998,1577061129.889
1173212,1577061140,49d3fa,45.66197282176907,23.84314727783203,220.09186564086968,126.2538377374448,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10515.6,1577061139.7189999,1577061139.7189999
1178863,1577061150,49d3fa,45.6507568359375,23.864984279725608,220.09186564086968,126.2538377374448,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10515.6,1577061149.224,1577061149.9320002
1185156,1577061160,49d3fa,45.63844299316406,23.8887656607279,219.9824141670781,126.44112526090237,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10507.98,1577061159.7610002,1577061159.982
1192533,1577061170,49d3fa,45.62743106130826,23.91009521484375,219.67722608364284,126.33318473124214,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10507.98,1577061169.211,1577061169.976
1196221,1577061180,49d3fa,45.615234375,23.933581840701226,219.2630094283746,126.41283167208118,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061179.695,1577061179.915
1202381,1577061190,49d3fa,45.6031494140625,23.957028272675306,218.8492180763489,126.49277995440123,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10515.6,1577061189.9629998,1577061189.9629998
1209210,1577061200,49d3fa,45.59202575683594,23.97873296970275,218.46432473174846,125.89841842042671,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10515.6,1577061199.684,1577061199.684
1214372,1577061210,49d3fa,45.58073916677701,24.000938415527344,218.3504213099239,126.08692206920168,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10523.22,1577061209.351,1577061209.633
1220536,1577061220,49d3fa,45.56858903270657,24.02455902099609,218.2388838004361,126.27562044309146,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10515.6,1577061219.9989998,1577061219.9989998
1227201,1577061230,49d3fa,45.55751037597656,24.045856754954272,218.1297158326113,126.46450974427113,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061229.395,1577061229.6120002
1231948,1577061240,49d3fa,45.54537963867188,24.069148472377233,217.71620171400693,126.54497232282257,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10515.6,1577061239.77,1577061239.77
1238824,1577061250,49d3fa,45.53469900357521,24.08973507764863,217.8243619450321,126.35568386090158,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10515.6,1577061249.002,1577061249.554
1245613,1577061260,49d3fa,45.522548869504774,24.11338247903964,217.93489724058216,126.166585348781,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061259.4329998,1577061259.758
1250014,1577061270,49d3fa,45.51077115333686,24.13622600276296,217.8243619450321,126.35568386090158,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061269.81,1577061269.81
1256395,1577061280,49d3fa,45.49941240730932,24.15819865901296,217.8243619450321,126.35568386090158,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061279.911,1577061279.9120002
1263757,1577061290,49d3fa,45.48806762695313,24.18025425502232,217.93489724058216,126.166585348781,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10515.6,1577061289.304,1577061289.581
1268826,1577061300,49d3fa,45.47634887695313,24.202880859375,217.8243619450321,126.35568386090158,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061299.461,1577061299.79
1273465,1577061310,49d3fa,45.46430969238281,24.226226806640625,218.2388838004361,126.27562044309146,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061309.785,1577061309.785
1281909,1577061320,49d3fa,45.45276706501589,24.248433927210368,218.1297158326113,126.46450974427113,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061319.7810001,1577061319.7810001
1286681,1577061330,49d3fa,45.44084969213454,24.27121046112805,218.43585444457017,126.57303097851934,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061329.992,1577061329.992
1291704,1577061340,49d3fa,45.42911852820445,24.293585056211892,218.3304214933406,126.76189441935844,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061339.8779998,1577061339.8779998
1298668,1577061350,49d3fa,45.41785288665254,24.315021794016772,218.7427744861562,126.68124806575682,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061349.6520002,1577061349.6529999
1304423,1577061360,49d3fa,45.40635681152344,24.336940220424108,218.8492180763489,126.49277995440123,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061359.21,1577061359.4829998
1309626,1577061370,49d3fa,45.39422607421875,24.359959193638392,218.9477531996584,126.97759635267252,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10515.6,1577061369.6420002,1577061369.6420002
1317599,1577061380,49d3fa,45.38241577148438,24.38232421875,218.9477531996584,126.97759635267252,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061379.6339998,1577061379.7979999
1322289,1577061390,49d3fa,45.37037658691406,24.40508161272321,218.9477531996584,126.97759635267252,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10515.6,1577061389.7389998,1577061389.7389998
1328406,1577061400,49d3fa,45.35829162597656,24.42783900669643,218.9477531996584,126.97759635267252,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061399.951,1577061399.951
1335226,1577061410,49d3fa,45.34658141055349,24.449872272770577,218.9477531996584,126.97759635267252,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061409.9989998,1577061409.9989998
1339415,1577061420,49d3fa,45.33498990333686,24.47177793921494,219.3589457296422,126.89677183689062,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061419.7229998,1577061419.7229998
1346752,1577061430,49d3fa,45.32293287374205,24.494554473132624,219.3589457296422,126.89677183689062,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061429.879,1577061429.9989998
1352450,1577061440,49d3fa,45.311279296875,24.516710553850444,219.4626786581981,126.70872850830895,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061439.8720002,1577061439.984
1357177,1577061450,49d3fa,45.29956365035752,24.538901724466466,219.7705731378066,126.81624992789543,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061449.705,1577061449.813
1363971,1577061460,49d3fa,45.287841796875,24.56104823521205,219.7705731378066,126.81624992789543,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10515.6,1577061459.5879998,1577061459.81
1370370,1577061470,49d3fa,45.27580261230469,24.583871023995535,220.18263298516112,126.73602924571705,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061469.805,1577061469.805
1375991,1577061480,49d3fa,45.264370158567274,24.605690560689787,219.87531551947723,126.62859724017538,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10515.6,1577061479.471,1577061479.86
1382009,1577061490,49d3fa,45.25241088867188,24.62833949497768,220.18263298516112,126.73602924571705,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061489.6279998,1577061489.954
1389351,1577061500,49d3fa,45.24048886056674,24.650975669302593,219.7705731378066,126.81624992789543,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061499.731,1577061499.947
1394330,1577061510,49d3fa,45.22874450683594,24.67313494001116,219.7705731378066,126.81624992789543,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10523.22,1577061509.615,1577061509.9420002
1400224,1577061520,49d3fa,45.21716618942002,24.695054961413874,220.07923940269055,126.92347012159536,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061519.508,1577061519.6660001
1407055,1577061530,49d3fa,45.204922950873936,24.718032464748482,220.07923940269055,126.92347012159536,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10523.22,1577061529.66,1577061529.931
1411747,1577061540,49d3fa,45.19267272949219,24.741080147879465,220.07923940269055,126.92347012159536,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061539.926,1577061539.926
1417747,1577061550,49d3fa,45.18118130958686,24.76278165491616,220.07923940269055,126.92347012159536,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061549.755,1577061549.921
1424557,1577061560,49d3fa,45.16891479492188,24.78574480329241,220.38867421006873,127.03038960567864,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10523.22,1577061559.97,1577061559.97
1429779,1577061570,49d3fa,45.15734656382415,24.80739686547256,219.9782034074556,127.11108519016821,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10523.22,1577061569.745,1577061569.9629998
1435447,1577061580,49d3fa,45.14556884765625,24.829493931361608,220.38867421006873,127.03038960567864,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061579.631,1577061579.855
1443193,1577061590,49d3fa,45.13316345214844,24.85270908900669,220.38867421006873,127.03038960567864,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061589.95,1577061589.95
1448347,1577061600,49d3fa,45.121547892942274,24.874319681307174,220.69887432729493,127.13700890190078,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061599.726,1577061599.726
1453883,1577061610,49d3fa,45.11004638671875,24.895738874162944,221.10920419623716,127.05652818940958,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061609.506,1577061609.831
1460348,1577061620,49d3fa,45.09773254394531,24.9188232421875,221.10920419623716,127.05652818940958,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061619.607,1577061619.9889998
1466152,1577061630,49d3fa,45.08551025390625,24.941646030970983,221.41959013333684,127.16276385667528,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061629.764,1577061629.984
1472022,1577061640,49d3fa,45.07387840141685,24.96334913300305,221.10920419623716,127.05652818940958,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061639.486,1577061639.924
1478518,1577061650,49d3fa,45.0620075807733,24.98552275866997,221.82977990123712,127.08249696517166,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10523.22,1577061649.5979998,1577061649.861
1484486,1577061660,49d3fa,45.05003356933594,25.00795636858259,221.62269014864228,126.79009856162928,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061659.367,1577061659.7329998
1489761,1577061670,49d3fa,45.03835904396186,25.03000398961509,221.51996870826284,126.97634578999781,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061669.133,1577061669.776
1496323,1577061680,49d3fa,45.02586364746094,25.05327497209821,221.82977990123712,127.08249696517166,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061679.564,1577061679.955
1501835,1577061690,49d3fa,45.01345359672935,25.076360935118146,221.7307351600015,127.26870173558085,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061689.839,1577061689.839
1507382,1577061700,49d3fa,45.00173950195313,25.09807041713169,222.1403503886927,127.18835168668751,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061699.56,1577061699.941
1514664,1577061710,49d3fa,44.98933953753972,25.121177115091466,222.55040088098212,127.10829757176428,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10523.22,1577061709.825,1577061709.9829998
1519103,1577061720,49d3fa,44.97761535644531,25.142931256975444,222.1403503886927,127.18835168668751,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10523.22,1577061719.4829998,1577061719.8679998
1526424,1577061730,49d3fa,44.965644448490465,25.165055437785824,222.35528972778962,127.47968624961901,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061729.395,1577061729.823
1532638,1577061740,49d3fa,44.95298223980402,25.188233910537353,222.26124213304885,127.66562119858332,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061739.935,1577061739.935
1536924,1577061750,49d3fa,44.94145202636719,25.209437779017854,222.35528972778962,127.47968624961901,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10530.84,1577061749.371,1577061749.84
1544169,1577061760,49d3fa,44.92881774902344,25.23271833147321,222.451676990418,127.29391047508804,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10523.22,1577061759.745,1577061759.855
1550026,1577061770,49d3fa,44.91645812988281,25.25554112025669,222.451676990418,127.29391047508804,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061769.935,1577061769.935
1554633,1577061780,49d3fa,44.90524291992188,25.276336669921875,222.451676990418,127.29391047508804,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10523.22,1577061779.179,1577061779.842
1561923,1577061790,49d3fa,44.89274597167969,25.29942103794643,222.451676990418,127.29391047508804,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10523.22,1577061789.617,1577061789.947
1568873,1577061800,49d3fa,44.88066101074219,25.321786063058035,222.451676990418,127.29391047508804,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061799.613,1577061799.9970002
1573554,1577061810,49d3fa,44.86834716796875,25.34454345703125,222.451676990418,127.29391047508804,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061809.769,1577061809.944
1578503,1577061820,49d3fa,44.8564453125,25.366450718470983,222.35528972778962,127.47968624961901,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061819.5229998,1577061819.9970002
1586090,1577061830,49d3fa,44.84442242121292,25.388466439596037,222.35528972778962,127.47968624961901,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10523.22,1577061829.549,1577061829.9770002
1590625,1577061840,49d3fa,44.83185331700211,25.41164491234756,222.451676990418,127.29391047508804,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10523.22,1577061839.917,1577061839.966
1596240,1577061850,49d3fa,44.819749735169495,25.43395251762577,222.04263608512855,127.37434235517328,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061849.7629998,1577061849.9120002
1603190,1577061860,49d3fa,44.80764615333686,25.456260122903966,221.94726359874562,127.56049482996777,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061859.79,1577061859.961
1609319,1577061870,49d3fa,44.795654296875,25.47821044921875,222.35528972778962,127.47968624961901,-0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10523.22,1577061869.7910001,1577061869.8370001
1614121,1577061880,49d3fa,44.783625198622886,25.500205435403966,221.53968058402359,127.64160091124629,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061879.784,1577061879.966
1620904,1577061890,49d3fa,44.7711181640625,25.5230712890625,221.53968058402359,127.64160091124629,0.0,FDB1782 ,False,False,False,1421.0,10660.38,10530.84,1577061889.941,1577061889.9970002
1626754,1577061900,49d3fa,44.75885940810381,25.54542355421113,221.22587426197416,127.5360976160272,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10668.0,10538.46,1577061899.961,1577061899.961
1632032,1577061910,49d3fa,44.74750066207627,25.56625738376525,221.32155761162662,127.3493490446406,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10538.46,1577061909.431,1577061909.9910002
1640095,1577061920,49d3fa,44.73576949814618,25.587694121570124,221.22587426197416,127.5360976160272,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10538.46,1577061919.115,1577061919.928
1643596,1577061930,49d3fa,44.72259521484375,25.611810451600608,221.22587426197416,127.5360976160272,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10530.84,1577061929.965,1577061929.965
1650201,1577061940,49d3fa,44.71083068847656,25.63319614955357,221.13254313381734,127.72300581253431,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10538.46,1577061939.717,1577061939.875
1657091,1577061950,49d3fa,44.698807021318856,25.65501887623857,220.72585371371034,127.80471085782335,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10538.46,1577061949.581,1577061949.975
1662032,1577061960,49d3fa,44.68656921386719,25.67720685686384,220.81815822647644,127.61742364727108,0.32511999999999996,FDB1782 ,False,False,False,1421.0,10660.38,10530.84,1577061959.7129998,1577061959.925
1667585,1577061970,49d3fa,44.67548435017214,25.697490413014485,220.50452529935765,127.51154077362978,0.6502399999999999,FDB1782 ,False,False,False,1421.0,10660.38,10530.84,1577061968.9910002,1577061969.871
1674466,1577061980,49d3fa,44.66249084472656,25.72128295898437,220.19164756574037,127.40535663140855,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10538.46,1577061979.675,1577061979.968
1680238,1577061990,49d3fa,44.650578902939614,25.743043480849853,220.09667544584062,127.59308787150478,0.0,FDB1782 ,False,False,False,1421.0,10668.0,10538.46,1577061989.591,1577061989.849
